id,cargo,cidade,senioridade,salario_min,salario_max,modalidade
350,Suporte / Infraestrutura,São Paulo - SP,Júnior,2649,4439,Remoto
351,Suporte / Infraestrutura,Remoto (Brasil),Sênior,10254,15414,Presencial
352,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2560,4623,Presencial
353,Suporte / Infraestrutura,São Paulo - SP,Pleno,5096,9406,Remoto
354,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5010,9089,Híbrido
355,Desenvolvimento Backend,Remoto (Brasil),Sênior,9831,15421,Presencial
356,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5482,9228,Remoto
357,Dados / BI,Rio de Janeiro - RJ,Pleno,5223,9360,Remoto
358,Dados / BI,Rio de Janeiro - RJ,Júnior,2578,4695,Remoto
359,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5435,9339,Remoto
360,Desenvolvimento Backend,Remoto (Brasil),Pleno,5327,9129,Remoto
361,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2726,4365,Remoto
362,Dados / BI,Remoto (Brasil),Júnior,2701,4375,Híbrido
363,Desenvolvimento Frontend,São Paulo - SP,Sênior,10004,16075,Remoto
364,Desenvolvimento Frontend,São Paulo - SP,Sênior,9801,15341,Remoto
365,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5280,9469,Remoto
366,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5222,8710,Híbrido
367,Desenvolvimento Backend,São Paulo - SP,Pleno,5135,9226,Remoto
368,Desenvolvimento Backend,São Paulo - SP,Pleno,5027,8919,Híbrido
369,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2663,4469,Híbrido
370,Desenvolvimento Frontend,São Paulo - SP,Júnior,2664,4598,Remoto
371,Desenvolvimento Backend,São Paulo - SP,Pleno,5115,9407,Remoto
372,Dados / BI,São Paulo - SP,Pleno,5497,9324,Híbrido
373,Suporte / Infraestrutura,São Paulo - SP,Júnior,2601,4782,Presencial
374,Suporte / Infraestrutura,Rio de Janeiro - RJ,Sênior,9671,15733,Remoto
375,Desenvolvimento Backend,São Paulo - SP,Júnior,2710,4641,Remoto
376,Desenvolvimento Frontend,São Paulo - SP,Júnior,2570,4586,Remoto
377,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5388,8652,Remoto
378,Desenvolvimento Backend,Remoto (Brasil),Pleno,5242,8588,Remoto
379,Suporte / Infraestrutura,São Paulo - SP,Júnior,2560,4345,Híbrido
380,Dados / BI,Rio de Janeiro - RJ,Júnior,2625,4759,Remoto
381,Dados / BI,São Paulo - SP,Sênior,9828,15851,Presencial
382,Desenvolvimento Frontend,São Paulo - SP,Pleno,5264,9438,Remoto
383,Suporte / Infraestrutura,São Paulo - SP,Júnior,2717,4588,Presencial
384,Desenvolvimento Backend,São Paulo - SP,Júnior,2508,4553,Remoto
385,Dados / BI,São Paulo - SP,Pleno,5472,8676,Híbrido
386,Desenvolvimento Frontend,São Paulo - SP,Sênior,10100,16429,Presencial
387,Suporte / Infraestrutura,São Paulo - SP,Júnior,2512,4403,Remoto
388,Suporte / Infraestrutura,São Paulo - SP,Pleno,5262,8570,Híbrido
389,Dados / BI,São Paulo - SP,Júnior,2706,4476,Remoto
390,Dados / BI,São Paulo - SP,Júnior,2633,4742,Remoto
391,Desenvolvimento Frontend,São Paulo - SP,Júnior,2570,4647,Remoto
392,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2514,4732,Híbrido
393,Desenvolvimento Frontend,São Paulo - SP,Sênior,9765,16157,Híbrido
394,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5401,9037,Presencial
395,Desenvolvimento Backend,Remoto (Brasil),Júnior,2524,4561,Presencial
396,Desenvolvimento Backend,São Paulo - SP,Pleno,5113,8913,Remoto
397,Suporte / Infraestrutura,São Paulo - SP,Sênior,9981,15409,Presencial
398,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2513,4765,Remoto
399,Desenvolvimento Frontend,São Paulo - SP,Sênior,9968,15593,Híbrido
400,Desenvolvimento Backend,Remoto (Brasil),Pleno,5002,9012,Híbrido
401,Dados / BI,São Paulo - SP,Júnior,2657,4542,Remoto
402,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5486,8564,Remoto
403,Desenvolvimento Frontend,São Paulo - SP,Júnior,2526,4516,Remoto
404,Desenvolvimento Frontend,São Paulo - SP,Pleno,5305,9086,Híbrido
405,Desenvolvimento Backend,São Paulo - SP,Sênior,10331,16126,Remoto
406,Dados / BI,São Paulo - SP,Pleno,5063,8925,Remoto
407,Desenvolvimento Backend,São Paulo - SP,Júnior,2512,4658,Remoto
408,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5242,9268,Híbrido
409,Desenvolvimento Backend,São Paulo - SP,Júnior,2655,4678,Remoto
410,Desenvolvimento Backend,São Paulo - SP,Júnior,2550,4631,Híbrido
411,Desenvolvimento Backend,São Paulo - SP,Júnior,2627,4786,Remoto
412,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2646,4662,Híbrido
413,Desenvolvimento Backend,Remoto (Brasil),Pleno,5233,8853,Presencial
414,Desenvolvimento Frontend,São Paulo - SP,Júnior,2673,4480,Remoto
415,Suporte / Infraestrutura,São Paulo - SP,Pleno,5168,8916,Híbrido
416,Desenvolvimento Backend,Remoto (Brasil),Pleno,5492,9017,Híbrido
417,Desenvolvimento Backend,São Paulo - SP,Júnior,2678,4691,Presencial
418,Dados / BI,São Paulo - SP,Pleno,5224,8735,Híbrido
419,Desenvolvimento Backend,São Paulo - SP,Sênior,9951,15394,Presencial
420,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5316,8647,Remoto
421,Desenvolvimento Backend,Remoto (Brasil),Sênior,10127,15411,Presencial
422,Desenvolvimento Backend,São Paulo - SP,Júnior,2625,4484,Híbrido
423,Desenvolvimento Frontend,Remoto (Brasil),Sênior,9580,16240,Remoto
424,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5009,8655,Híbrido
425,Dados / BI,Remoto (Brasil),Pleno,5455,9070,Híbrido
426,Dados / BI,Rio de Janeiro - RJ,Júnior,2696,4637,Remoto
427,Dados / BI,São Paulo - SP,Júnior,2590,4744,Remoto
428,Dados / BI,São Paulo - SP,Júnior,2683,4700,Remoto
429,Suporte / Infraestrutura,São Paulo - SP,Sênior,9720,16236,Híbrido
430,Desenvolvimento Backend,São Paulo - SP,Pleno,5344,9152,Presencial
431,Suporte / Infraestrutura,São Paulo - SP,Pleno,5283,8993,Híbrido
432,Suporte / Infraestrutura,São Paulo - SP,Pleno,5307,9170,Remoto
433,Desenvolvimento Backend,São Paulo - SP,Júnior,2706,4388,Híbrido
434,Desenvolvimento Backend,Remoto (Brasil),Pleno,5283,9197,Híbrido
435,Suporte / Infraestrutura,São Paulo - SP,Júnior,2681,4652,Remoto
436,Dados / BI,São Paulo - SP,Pleno,5292,9233,Remoto
437,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5102,8823,Remoto
438,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5151,8758,Remoto
439,Dados / BI,São Paulo - SP,Pleno,5442,8779,Presencial
440,Suporte / Infraestrutura,Rio de Janeiro - RJ,Sênior,10201,15940,Remoto
441,Suporte / Infraestrutura,São Paulo - SP,Sênior,10391,16207,Remoto
442,Dados / BI,Rio de Janeiro - RJ,Pleno,5095,8727,Remoto
443,Desenvolvimento Backend,São Paulo - SP,Júnior,2649,4753,Remoto
444,Dados / BI,São Paulo - SP,Júnior,2738,4640,Híbrido
445,Desenvolvimento Backend,Remoto (Brasil),Júnior,2547,4586,Remoto
446,Desenvolvimento Backend,São Paulo - SP,Pleno,5169,8919,Híbrido
447,Desenvolvimento Backend,Remoto (Brasil),Sênior,10128,16572,Remoto
448,Dados / BI,São Paulo - SP,Júnior,2565,4596,Híbrido
449,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2729,4653,Híbrido
450,Desenvolvimento Backend,Remoto (Brasil),Júnior,2661,4716,Presencial
451,Suporte / Infraestrutura,São Paulo - SP,Pleno,5222,9212,Remoto
452,Suporte / Infraestrutura,São Paulo - SP,Júnior,2513,4411,Remoto
453,Desenvolvimento Frontend,São Paulo - SP,Pleno,5161,8567,Híbrido
454,Suporte / Infraestrutura,São Paulo - SP,Pleno,5023,9267,Híbrido
455,Suporte / Infraestrutura,São Paulo - SP,Sênior,9890,16109,Híbrido
456,Dados / BI,São Paulo - SP,Pleno,5408,9419,Híbrido
457,Dados / BI,Remoto (Brasil),Júnior,2501,4613,Remoto
458,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,9645,15629,Híbrido
459,Suporte / Infraestrutura,São Paulo - SP,Júnior,2692,4797,Híbrido
460,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2648,4569,Remoto
461,Desenvolvimento Frontend,Remoto (Brasil),Sênior,9825,16295,Híbrido
462,Suporte / Infraestrutura,São Paulo - SP,Júnior,2580,4446,Híbrido
463,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5228,8917,Presencial
464,Desenvolvimento Backend,Remoto (Brasil),Júnior,2637,4420,Híbrido
465,Desenvolvimento Backend,Remoto (Brasil),Pleno,5393,9154,Híbrido
466,Desenvolvimento Frontend,São Paulo - SP,Pleno,5396,8702,Híbrido
467,Dados / BI,Rio de Janeiro - RJ,Pleno,5257,8560,Remoto
468,Dados / BI,São Paulo - SP,Pleno,5446,8699,Híbrido
469,Dados / BI,São Paulo - SP,Júnior,2559,4341,Presencial
470,Suporte / Infraestrutura,São Paulo - SP,Pleno,5052,9270,Remoto
471,Desenvolvimento Backend,Remoto (Brasil),Pleno,5459,9405,Remoto
472,Dados / BI,Rio de Janeiro - RJ,Pleno,5246,9458,Remoto
473,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2547,4400,Híbrido
474,Desenvolvimento Backend,São Paulo - SP,Pleno,5245,9040,Remoto
475,Dados / BI,Remoto (Brasil),Pleno,5082,8687,Remoto
476,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5207,9163,Remoto
477,Desenvolvimento Backend,São Paulo - SP,Pleno,5246,8724,Híbrido
478,Suporte / Infraestrutura,São Paulo - SP,Júnior,2675,4495,Remoto
479,Dados / BI,Rio de Janeiro - RJ,Pleno,5465,9066,Híbrido
480,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2700,4592,Híbrido
481,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5000,9468,Presencial
482,Desenvolvimento Frontend,São Paulo - SP,Pleno,5480,9371,Remoto
483,Desenvolvimento Backend,Remoto (Brasil),Sênior,10431,15471,Híbrido
484,Desenvolvimento Backend,São Paulo - SP,Pleno,5060,9082,Remoto
485,Dados / BI,São Paulo - SP,Pleno,5133,9425,Híbrido
486,Desenvolvimento Frontend,São Paulo - SP,Sênior,9994,15666,Híbrido
487,Desenvolvimento Backend,São Paulo - SP,Júnior,2721,4657,Remoto
488,Dados / BI,Remoto (Brasil),Sênior,10320,16427,Híbrido
489,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5307,8995,Híbrido
490,Dados / BI,São Paulo - SP,Sênior,9910,16557,Remoto
491,Desenvolvimento Backend,São Paulo - SP,Pleno,5411,9080,Híbrido
492,Desenvolvimento Backend,Remoto (Brasil),Júnior,2509,4504,Presencial
493,Dados / BI,Rio de Janeiro - RJ,Júnior,2601,4527,Híbrido
494,Desenvolvimento Frontend,São Paulo - SP,Pleno,5298,8906,Remoto
495,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2544,4528,Presencial
496,Suporte / Infraestrutura,Remoto (Brasil),Sênior,10397,16401,Híbrido
497,Desenvolvimento Frontend,São Paulo - SP,Pleno,5492,9344,Remoto
498,Dados / BI,São Paulo - SP,Sênior,9725,16686,Híbrido
499,Suporte / Infraestrutura,São Paulo - SP,Júnior,2602,4664,Híbrido
500,Suporte / Infraestrutura,Remoto (Brasil),Sênior,9775,15674,Híbrido
501,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2551,4747,Presencial
502,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5314,8556,Híbrido
503,Desenvolvimento Frontend,Remoto (Brasil),Sênior,10389,15862,Remoto
504,Desenvolvimento Frontend,São Paulo - SP,Pleno,5276,8583,Híbrido
505,Desenvolvimento Backend,São Paulo - SP,Pleno,5006,9240,Presencial
506,Suporte / Infraestrutura,São Paulo - SP,Júnior,2568,4561,Remoto
507,Desenvolvimento Frontend,Rio de Janeiro - RJ,Pleno,5186,9424,Presencial
508,Suporte / Infraestrutura,Rio de Janeiro - RJ,Sênior,10238,15852,Híbrido
509,Desenvolvimento Frontend,Rio de Janeiro - RJ,Pleno,5004,8730,Remoto
510,Dados / BI,Rio de Janeiro - RJ,Pleno,5203,8651,Híbrido
511,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5171,8816,Remoto
512,Dados / BI,São Paulo - SP,Sênior,9703,16481,Híbrido
513,Desenvolvimento Frontend,Rio de Janeiro - RJ,Pleno,5455,8630,Presencial
514,Dados / BI,São Paulo - SP,Sênior,9931,16592,Remoto
515,Dados / BI,São Paulo - SP,Pleno,5363,8823,Híbrido
516,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5085,8738,Remoto
517,Desenvolvimento Frontend,São Paulo - SP,Pleno,5107,8720,Híbrido
518,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5391,8635,Remoto
519,Dados / BI,Remoto (Brasil),Pleno,5064,8684,Híbrido
520,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2621,4559,Presencial
521,Dados / BI,São Paulo - SP,Júnior,2652,4553,Híbrido
522,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2578,4507,Remoto
523,Desenvolvimento Frontend,Remoto (Brasil),Sênior,9852,15887,Remoto
524,Suporte / Infraestrutura,São Paulo - SP,Sênior,10111,15773,Remoto
525,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5199,9398,Híbrido
526,Desenvolvimento Backend,São Paulo - SP,Pleno,5355,9251,Remoto
527,Desenvolvimento Frontend,São Paulo - SP,Júnior,2528,4646,Remoto
528,Desenvolvimento Backend,São Paulo - SP,Júnior,2636,4331,Remoto
529,Desenvolvimento Backend,Remoto (Brasil),Júnior,2523,4397,Remoto
530,Suporte / Infraestrutura,São Paulo - SP,Sênior,9974,16727,Remoto
531,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5092,8746,Presencial
532,Desenvolvimento Backend,São Paulo - SP,Pleno,5499,9003,Híbrido
533,Desenvolvimento Frontend,São Paulo - SP,Pleno,5106,9034,Híbrido
534,Desenvolvimento Backend,São Paulo - SP,Júnior,2623,4646,Remoto
535,Dados / BI,Rio de Janeiro - RJ,Júnior,2703,4461,Híbrido
536,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5079,8930,Remoto
537,Desenvolvimento Backend,São Paulo - SP,Sênior,10277,16580,Remoto
538,Suporte / Infraestrutura,São Paulo - SP,Sênior,10307,16620,Remoto
539,Desenvolvimento Frontend,São Paulo - SP,Sênior,9996,16747,Híbrido
540,Dados / BI,São Paulo - SP,Pleno,5444,9401,Remoto
541,Dados / BI,São Paulo - SP,Júnior,2500,4717,Híbrido
542,Suporte / Infraestrutura,São Paulo - SP,Pleno,5337,9101,Remoto
543,Desenvolvimento Backend,São Paulo - SP,Pleno,5164,8663,Presencial
544,Dados / BI,São Paulo - SP,Pleno,5050,8582,Remoto
545,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5006,9493,Remoto
546,Suporte / Infraestrutura,São Paulo - SP,Sênior,10341,16055,Remoto
547,Suporte / Infraestrutura,São Paulo - SP,Júnior,2741,4430,Remoto
548,Dados / BI,Rio de Janeiro - RJ,Júnior,2668,4447,Remoto
549,Dados / BI,São Paulo - SP,Júnior,2617,4679,Híbrido
550,Desenvolvimento Frontend,São Paulo - SP,Pleno,5273,9164,Presencial
551,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5422,9293,Híbrido
552,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2746,4551,Presencial
553,Desenvolvimento Backend,Remoto (Brasil),Pleno,5455,8859,Remoto
554,Dados / BI,São Paulo - SP,Pleno,5141,9491,Remoto
555,Desenvolvimento Backend,São Paulo - SP,Júnior,2649,4447,Híbrido
556,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2583,4725,Remoto
557,Suporte / Infraestrutura,São Paulo - SP,Pleno,5399,8607,Presencial
558,Suporte / Infraestrutura,São Paulo - SP,Sênior,10265,16636,Remoto
559,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5076,8884,Híbrido
560,Dados / BI,São Paulo - SP,Sênior,10270,16518,Remoto
561,Dados / BI,São Paulo - SP,Júnior,2521,4563,Remoto
562,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,9633,16860,Híbrido
563,Desenvolvimento Backend,São Paulo - SP,Sênior,10036,15804,Remoto
564,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2548,4484,Híbrido
565,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5074,9001,Remoto
566,Desenvolvimento Backend,São Paulo - SP,Júnior,2689,4347,Híbrido
567,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5011,8889,Híbrido
568,Desenvolvimento Backend,São Paulo - SP,Júnior,2678,4662,Remoto
569,Desenvolvimento Backend,Remoto (Brasil),Sênior,10132,15855,Remoto
570,Desenvolvimento Backend,São Paulo - SP,Pleno,5442,8660,Presencial
571,Dados / BI,Rio de Janeiro - RJ,Júnior,2721,4625,Presencial
572,Suporte / Infraestrutura,São Paulo - SP,Pleno,5020,8803,Híbrido
573,Desenvolvimento Backend,Remoto (Brasil),Pleno,5181,9190,Presencial
574,Desenvolvimento Backend,São Paulo - SP,Júnior,2642,4463,Híbrido
575,Dados / BI,São Paulo - SP,Pleno,5446,9190,Remoto
576,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5229,9105,Remoto
577,Suporte / Infraestrutura,São Paulo - SP,Pleno,5069,8990,Remoto
578,Suporte / Infraestrutura,São Paulo - SP,Pleno,5094,8875,Presencial
579,Suporte / Infraestrutura,São Paulo - SP,Pleno,5226,9313,Remoto
580,Dados / BI,São Paulo - SP,Sênior,10131,15846,Híbrido
581,Desenvolvimento Frontend,São Paulo - SP,Pleno,5244,8687,Presencial
582,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2549,4435,Remoto
583,Desenvolvimento Backend,Remoto (Brasil),Júnior,2552,4353,Presencial
584,Dados / BI,São Paulo - SP,Pleno,5397,8592,Híbrido
585,Dados / BI,Rio de Janeiro - RJ,Sênior,9543,15803,Híbrido
586,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2574,4545,Remoto
587,Desenvolvimento Backend,Remoto (Brasil),Júnior,2632,4782,Híbrido
588,Desenvolvimento Frontend,Rio de Janeiro - RJ,Pleno,5069,8952,Híbrido
589,Desenvolvimento Backend,São Paulo - SP,Júnior,2616,4366,Remoto
590,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2634,4682,Híbrido
591,Desenvolvimento Backend,São Paulo - SP,Pleno,5337,9433,Remoto
592,Dados / BI,Remoto (Brasil),Sênior,9956,15891,Remoto
593,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2627,4757,Remoto
594,Dados / BI,Rio de Janeiro - RJ,Pleno,5226,8631,Remoto
595,Desenvolvimento Backend,Remoto (Brasil),Sênior,9712,15400,Remoto
596,Desenvolvimento Backend,São Paulo - SP,Pleno,5429,9167,Remoto
597,Dados / BI,São Paulo - SP,Pleno,5312,9226,Remoto
598,Desenvolvimento Backend,São Paulo - SP,Júnior,2597,4739,Híbrido
599,Desenvolvimento Frontend,Rio de Janeiro - RJ,Sênior,9837,16379,Remoto
600,Desenvolvimento Frontend,Remoto (Brasil),Sênior,10041,15479,Híbrido
601,Dados / BI,Remoto (Brasil),Júnior,2533,4634,Híbrido
602,Dados / BI,São Paulo - SP,Júnior,2506,4558,Presencial
603,Dados / BI,Remoto (Brasil),Júnior,2643,4732,Remoto
604,Desenvolvimento Frontend,São Paulo - SP,Júnior,2629,4601,Remoto
605,Suporte / Infraestrutura,São Paulo - SP,Pleno,5491,8579,Presencial
606,Desenvolvimento Backend,São Paulo - SP,Pleno,5018,9211,Presencial
607,Desenvolvimento Frontend,São Paulo - SP,Júnior,2700,4736,Híbrido
608,Suporte / Infraestrutura,São Paulo - SP,Pleno,5169,9368,Presencial
609,Desenvolvimento Backend,São Paulo - SP,Pleno,5273,9412,Híbrido
610,Desenvolvimento Frontend,São Paulo - SP,Júnior,2605,4364,Presencial
611,Desenvolvimento Frontend,São Paulo - SP,Pleno,5089,8664,Remoto
612,Desenvolvimento Backend,São Paulo - SP,Pleno,5256,8707,Híbrido
613,Dados / BI,São Paulo - SP,Sênior,10341,16357,Remoto
614,Desenvolvimento Backend,São Paulo - SP,Sênior,9618,15308,Presencial
615,Suporte / Infraestrutura,São Paulo - SP,Sênior,9605,16366,Remoto
616,Desenvolvimento Frontend,São Paulo - SP,Júnior,2581,4715,Remoto
617,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,10073,16352,Remoto
618,Desenvolvimento Backend,São Paulo - SP,Júnior,2562,4407,Remoto
619,Desenvolvimento Backend,São Paulo - SP,Pleno,5054,8942,Híbrido
620,Dados / BI,Remoto (Brasil),Sênior,10230,16853,Híbrido
621,Dados / BI,Remoto (Brasil),Pleno,5233,8867,Remoto
622,Desenvolvimento Backend,São Paulo - SP,Júnior,2593,4520,Remoto
623,Desenvolvimento Backend,São Paulo - SP,Júnior,2618,4753,Híbrido
624,Dados / BI,Rio de Janeiro - RJ,Pleno,5054,8883,Híbrido
625,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2562,4600,Remoto
626,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5222,9130,Remoto
627,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2524,4740,Híbrido
628,Dados / BI,Remoto (Brasil),Sênior,9835,16312,Híbrido
629,Desenvolvimento Backend,São Paulo - SP,Sênior,10151,16958,Remoto
630,Desenvolvimento Backend,Remoto (Brasil),Pleno,5228,8750,Presencial
631,Suporte / Infraestrutura,São Paulo - SP,Pleno,5468,8902,Presencial
632,Dados / BI,Rio de Janeiro - RJ,Sênior,9554,15301,Remoto
633,Desenvolvimento Frontend,São Paulo - SP,Pleno,5162,9278,Híbrido
634,Suporte / Infraestrutura,São Paulo - SP,Júnior,2598,4751,Remoto
635,Desenvolvimento Frontend,São Paulo - SP,Júnior,2684,4773,Híbrido
636,Dados / BI,São Paulo - SP,Pleno,5403,9262,Híbrido
637,Dados / BI,São Paulo - SP,Júnior,2547,4537,Remoto
638,Dados / BI,Rio de Janeiro - RJ,Júnior,2750,4339,Remoto
639,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,10268,16895,Híbrido
640,Dados / BI,São Paulo - SP,Sênior,9579,16700,Híbrido
641,Dados / BI,São Paulo - SP,Pleno,5463,9030,Remoto
642,Dados / BI,Rio de Janeiro - RJ,Sênior,10267,15922,Híbrido
643,Desenvolvimento Backend,São Paulo - SP,Júnior,2688,4639,Presencial
644,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2571,4460,Remoto
645,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2614,4509,Híbrido
646,Dados / BI,São Paulo - SP,Júnior,2521,4394,Híbrido
647,Desenvolvimento Backend,São Paulo - SP,Pleno,5326,8721,Remoto
648,Suporte / Infraestrutura,São Paulo - SP,Pleno,5243,9314,Remoto
649,Suporte / Infraestrutura,São Paulo - SP,Pleno,5147,9499,Remoto
650,Dados / BI,São Paulo - SP,Júnior,2716,4541,Híbrido
651,Dados / BI,Rio de Janeiro - RJ,Pleno,5236,9341,Remoto
652,Dados / BI,São Paulo - SP,Júnior,2640,4325,Remoto
653,Desenvolvimento Backend,São Paulo - SP,Pleno,5112,9292,Híbrido
654,Desenvolvimento Backend,São Paulo - SP,Pleno,5457,9405,Presencial
655,Dados / BI,São Paulo - SP,Pleno,5460,9213,Remoto
656,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5038,9204,Remoto
657,Desenvolvimento Frontend,São Paulo - SP,Júnior,2515,4515,Remoto
658,Desenvolvimento Frontend,Rio de Janeiro - RJ,Sênior,9705,16549,Remoto
659,Desenvolvimento Backend,Remoto (Brasil),Sênior,10232,15830,Híbrido
660,Dados / BI,São Paulo - SP,Júnior,2627,4396,Remoto
661,Desenvolvimento Backend,Remoto (Brasil),Júnior,2600,4614,Presencial
662,Desenvolvimento Backend,São Paulo - SP,Sênior,10053,15762,Híbrido
663,Desenvolvimento Backend,São Paulo - SP,Pleno,5490,9212,Híbrido
